id,name,floor
Q227.3__+2,Q227.3 Cleaning Room,2
Q228__+2,Q228 Toilets (accessible),2
Q229__+2,Q229 Elevator,2
Q230__+2,Q230 Day Room,2
Q231__+2,Q231 Corridor,2
Q232__+2,Q232 Corridor,2
Q233__+2,Q233 Corridor,2
Q234__+2,Q234 Elevator,2
R201__+2,R201 Corridor,2
R202__+2,R202 Staircase,2
R203__+2,R203 Cloak Room,2
R204__+2,R204 Storage Room,2
R205__+2,R205 Toilets,2
R206__+2,R206 Bar Facilities,2
R207__+2,R207 Toilets,2
R208__+2,R208 Storage Room,2
R209__+2,R209 Staircase,2
R210__+2,R210 Staircase,2
R211__+2,R211 Small Hall,2
R212__+2,"R212 Student Club ""U Kachničky""",2
R213__+2,R213 Bar,2
S201__+2,S201 Staircase,2
S202__+2,S202 Office,2
S203__+2,S203 Corridor,2
S204__+2,S204 corridor,2
S205__+2,S205 Office,2
S206__+2,S206 Conference Room,2
S207__+2,S207 Conference Room,2
S208__+2,S208 office,2
S209__+2,S209 Hall,2
S210__+2,S210 office,2
S211__+2,S211 Toilets (women),2
S212__+2,S212 Toilets (men),2
S213__+2,S213 Staircase,2
S214__+2,S214 Biometric Systems Lab,2
S215__+2,S215 conferece room,2
A209__+3,A209 Corridor,3
A301__+3,A301 Staircase,3
A302__+3,A302 Corridor,3
A303__+3,A303 Office,3
A304__+3,A304 Office,3
A305__+3,A305 Office,3
A306__+3,A306 Office,3
A307__+3,A307 Office,3
A308__+3,A308 Office,3
A309__+3,A309 Technical Room,3
A310__+3,A310 Toilets (men),3
A311__+3,A311 Toilets (women),3
__+3,Elevator,3
__+3,Staircase,3
C301__+3,C301 Staircase,3
C302__+3,C302 Corridor,3
C303__+3,C303 Corridor,3
C304__+3,C304 Cisco Laboratory,3
C305__+3,C305 Office,3
C306__+3,C306 Office,3
C307__+3,C307 Office,3
C308__+3,C308 Corridor,3
C309__+3,C309 Washroom,3
C309.1__+3,C309.1 Technical Room,3
C309.2__+3,C309.2 Toilets,3
C310__+3,C310 Office,3
C311__+3,C311 Office,3
L218.1__+3,L218.1 Bridge from the 2nd floor of L to the 3rd Floor of A,3
L301__+3,L301 Staircase,3
L302__+3,L302 Corridor,3
L303__+3,L303 Corridor,3
L304__+3,L304 Seminar Room,3
L305__+3,L305 PC Architecture Laboratory,3
L306.1__+3,L306.1 Applied Microcontrollers Laboratory,3
L306.2__+3,L306.2 Applied Microcontrollers Laboratory,3
L307__+3,L307 Office,3
L308__+3,L308 Office,3
L309__+3,L309 Fire Escape Staircase,3
L310__+3,L310 Office,3
L311__+3,L311 Reconfigurable Hardware Laboratory,3
L312__+3,L312 Foyer,3
L314__+3,L314 Seminar Room,3
L315__+3,L315 Cloak Room,3
L316__+3,L316 Elevator,3
L317__+3,L317 Cleaning Room,3
L318__+3,L318 Corridor,3
L319__+3,L319 Office,3
L320__+3,L320 Kitchen,3
L321__+3,L321 Conference Room of DCSY,3
L322__+3,L322 Office,3
L323__+3,L323 Office,3
L325__+3,L325 Office,3
L327__+3,L327 Office,3
L328__+3,L328 Fire Escape Staircase,3
L329__+3,L329 Archive,3
L330__+3,L330 Office,3
L331__+3,L331 Office,3
L332__+3,L332 Office,3
L333__+3,L333 Office,3
L334__+3,L334 Office,3
L335__+3,L335 Office,3
L336__+3,L336 Office,3
L337__+3,L337 Office,3
L338__+3,L338 Office,3
L339__+3,L339 Office,3
L340__+3,L340 Technical Room,3
L341__+3,L341 Washroom,3
L341.1__+3,L341.1 Toilets (men),3
L341.2__+3,L341.2 Toilets (accessible),3
L342__+3,L342 Washroom,3
L342.1__+3,L342.1 Toilets (women),3
L342.2__+3,L342.2 Toilets (accessible),3
P205__+3,P205 Staircase,3
P301__+3,P301 Corridor,3
P302__+3,P302 Distribution Room,3
P303__+3,P303 Elevator,3
P304__+3,P304 Staircase,3
P305__+3,P305 Corridor,3
P306__+3,P306 Kitchen,3
P307__+3,P307 Entry,3
P307.1__+3,P307.1 Room,3
P307.2__+3,P307.2 Room,3
P307.3__+3,P307.3 Bathroom,3
P308__+3,P308 Entry,3
P308.1__+3,P308.1 Room,3
P308.2__+3,P308.2 Room,3
P308.3__+3,P308.3 Bathroom,3
P309__+3,P309 Entry,3
P309.1__+3,P309.1 Room,3
P309.2__+3,P309.2 Room,3
P309.3__+3,P309.3 Bathroom,3
P310__+3,P310 Entry,3
P310.1__+3,P310.1 Room,3
P310.2__+3,P310.2 Room,3
P310.3__+3,P310.3 Bathroom,3
P311__+3,P311 Entry,3
P311.1__+3,P311.1 Room,3
P311.2__+3,P311.2 Room,3
P311.3__+3,P311.3 Bathroom,3
P312__+3,P312 Entry,3
P312.1__+3,P312.1 Room,3
P312.2__+3,P312.2 Room,3
P312.3__+3,P312.3 Bathroom,3
P313__+3,P313 Staircase,3
P314__+3,P314 Air Conditioning,3
P315__+3,P315 Entry,3
P315.1__+3,P315.1 Room,3
P315.2__+3,P315.2 Room,3
P315.3__+3,P315.3 Bathroom,3
P315.4__+3,P315.4 kitchen,3
P316__+3,P316 Entry,3
P316.1__+3,P316.1 Room,3
P316.2__+3,P316.2 Room,3
P316.3__+3,P316.3 Bathroom,3
P316.4__+3,P316.4 Kitchen,3
P317__+3,P317 Entry,3
P317.1__+3,P317.1 Room,3
P317.2__+3,P317.2 Room,3
P317.3__+3,P317.3 Bathroom,3
P317.4__+3,P317.4 Kitchen,3
P318__+3,P318 Entry,3
P318.1__+3,P318.1 Room,3
P318.2__+3,P318.2 Room,3
P318.3__+3,P318.3 Bathroom,3
P318.4__+3,P318.4 Kitchen,3
P319__+3,P319 Entry,3
P319.1__+3,P319.1 Room,3
P319.2__+3,P319.2 Bathroom,3
Q301__+3,Q301 Laboratory,3
Q302__+3,Q302 CZ.NIC Laboratory,3
Q303__+3,Q303 CZ.NIC Laboratory,3
Q304__+3,Q304 RedHat,3
Q305__+3,Q305 DynaNIC,3
Q320__+3,Q320 Staircase,3
Q321__+3,Q321 Corridor,3
Q322__+3,Q322 Conference Room,3
Q323__+3,Q323 Technical Room,3
Q324__+3,Q324 Technical Room,3
Q325__+3,Q325 Corridor,3
Q326__+3,Q326 Staircase,3
Q327__+3,Q327 Toilets (women),3
Q327.1__+3,Q327.1 Toilets (women),3
Q328__+3,Q328 Toilets (men),3
Q328.1__+3,Q328.1 Toilets (men),3
Q328.2__+3,Q328.2 Cleaning Room,3
Q329__+3,Q329 Toilets (accessible),3
Q330__+3,Q330 Elevator,3
Q331__+3,Q331 Day Room,3
R209__+3,R209 Staircase,3
R210__+3,R210 Staircase,3
R301__+3,R301 Staircase,3
R302__+3,R302 Air Conditioning,3
R303__+3,R303 Small Hall Gallery,3
R304__+3,R304 Office,3
R305__+3,R305 Corridor,3
R306__+3,R306 Entry,3
R306.1__+3,R306.1 Room,3
R306.2__+3,R306.2 Bathroom,3
R307__+3,R307 Staircase,3
R308__+3,R308 Entry,3
R308.1__+3,R308.1 Room,3
R308.2__+3,R308.2 Room,3
R308.3__+3,R308.3 Bathroom,3
R309__+3,R309 Entry,3
R309.1__+3,R309.1 Room,3
R309.2__+3,R309.2 Room,3
R309.3__+3,R309.3 Bathroom,3
R310__+3,R310 Technical Room,3
R311__+3,R311 Entry,3
R311.1__+3,R311.1 Room,3
R311.2__+3,R311.2 Bathroom,3
R312__+3,R312 Cleaning Room,3
S301__+3,S301 Staircase,3
S302__+3,S302 Engine Room,3
L401__+4,L401 Staircase,4
L402__+4,L402 Corridor,4
L403__+4,L403 Elevator Engine,4
L404__+4,L404 Aircondition,4
Q320__+4,Q320 Staircase,4
Q326__+4,Q326 Staircase,4
Q402__+4,Q402 Corridor,4
Q403__+4,Q403 Air Conditioning and Cooling Engine Room,4
R401__+4,R401 Staircase,4
R402__+4,R402 Air Conditioning,4
R404__+4,R404 Storage Room,4
R405__+4,R405 Corridor,4
R406__+4,R406 Entry,4
R406.1__+4,R406.1 Room,4
R406.2__+4,R406.2 Bathroom,4
R407__+4,R407 Staircase,4
R408__+4,R408 Entry,4
R408.1__+4,R408.1 Room,4
R408.2__+4,R408.2 Room,4
R408.3__+4,R408.3 Bathroom,4
R409__+4,R409 Entry,4
R409.1__+4,R409.1 Room,4
R409.2__+4,R409.2 Room,4
R409.3__+4,R409.3 Bathroom,4
R410__+4,R410 Entry,4
R410.1__+4,R410.1 Room,4
R410.2__+4,R410.2 Bathroom,4
