room1,dist,room2
I102__+1,4.7e-05,I103__+1
I102__+1,4.7e-05,I104__+1
I102__+1,5.7e-05,I105__+1
I103.1__+1,5.7e-05,I103__+1
I103__+1,4.7e-05,I102__+1
I103__+1,5.7e-05,I103.1__+1
I104__+1,4.7e-05,I102__+1
I105__+1,5.7e-05,I102__+1
I105__+1,5.4e-05,I105__+2
I105__+2,5.4e-05,I105__+1
I105__+2,5.6e-05,I201__+2
I106__+1,0.000214,I101.1__+1
I106__+1,5.9e-05,I107__+1
I106__+1,4.7e-05,I108__+1
I106__+1,5.6e-05,I109__+1
I107__+1,5.9e-05,I106__+1
I108__+1,4.7e-05,I106__+1
I109__+1,5.6e-05,I106__+1
I109__+1,5.4e-05,I109__+2
I109__+2,5.4e-05,I109__+1
I109__+2,1.1e-05,I205__+2
I110__+1,8.9e-05,I101.1__+1
I110__+1,5.9e-05,I111__+1
I110__+1,4.7e-05,I112__+1
I110__+1,5.6e-05,I113__+1
I111__+1,5.9e-05,I110__+1
I112__+1,4.7e-05,I110__+1
I113__+1,5.6e-05,I110__+1
I113__+1,5.4e-05,I113__+2
I113__+2,5.4e-05,I113__+1
I113__+2,6e-06,I207__+2
I114__+1,0.000145,I101.1__+1
I114__+1,5.9e-05,I115__+1
I114__+1,4.7e-05,I116__+1
I114__+1,5.6e-05,I117__+1
I115__+1,5.9e-05,I114__+1
I116__+1,4.7e-05,I114__+1
I117__+1,5.6e-05,I114__+1
I117__+1,5.4e-05,I117__+2
I117__+2,5.4e-05,I117__+1
I117__+2,6e-06,I210__+2
I118__+1,0.000223,I101.1__+1
I118__+1,7.5e-05,I119__+1
I118__+1,3.9e-05,I120__+1
I118__+1,4.3e-05,I121__+1
I119.1__+1,4.3e-05,I119__+1
I119__+1,7.5e-05,I118__+1
I119__+1,4.3e-05,I119.1__+1
I120__+1,3.9e-05,I118__+1
I121__+1,4.3e-05,I118__+1
I121__+1,5.4e-05,I121__+2
I121__+2,5.4e-05,I121__+1
I121__+2,2.1e-05,I213__+2
I201__+2,5.6e-05,I105__+2
I201__+2,3.5e-05,I202__+2
I201__+2,4.6e-05,I203__+2
I202.1__+2,6e-05,I202__+2
I202.2__+2,2.6e-05,I202__+2
I202__+2,3.5e-05,I201__+2
I202__+2,6e-05,I202.1__+2
I202__+2,2.6e-05,I202.2__+2
I203__+2,4.6e-05,I201__+2
I203__+2,0.00012,I204__+2
I204.1__+2,5.2e-05,I204__+2
I204.2__+2,2.7e-05,I204__+2
I204__+2,0.00012,I203__+2
I204__+2,5.2e-05,I204.1__+2
I204__+2,2.7e-05,I204.2__+2
I205__+2,1.1e-05,I109__+2
I205__+2,3.5e-05,I206.1__+2
I205__+2,5.2e-05,I206__+2
I206.1__+2,3.5e-05,I205__+2
I206__+2,5.2e-05,I205__+2
I207__+2,6e-06,I113__+2
I207__+2,5.8e-05,I208__+2
I207__+2,7.7e-05,I209__+2
I208.1__+2,6e-05,I208__+2
I208__+2,5.8e-05,I207__+2
I208__+2,6e-05,I208.1__+2
I209.1__+2,5.2e-05,I209__+2
I209__+2,7.7e-05,I207__+2
I209__+2,5.2e-05,I209.1__+2
I210__+2,6e-06,I117__+2
I210__+2,5.8e-05,I211__+2
I210__+2,7.7e-05,I212__+2
I211.1__+2,5.8e-05,I211__+2
I211__+2,5.8e-05,I210__+2
I211__+2,5.8e-05,I211.1__+2
I212.1__+2,5.2e-05,I212__+2
I212__+2,7.7e-05,I210__+2
I212__+2,5.2e-05,I212.1__+2
I213__+2,2.1e-05,I121__+2
I213__+2,6.1e-05,I214__+2
I213__+2,7.5e-05,I215__+2
I214.1__+2,5.1e-05,I214__+2
I214__+2,6.1e-05,I213__+2
I214__+2,5.1e-05,I214.1__+2
I215.1__+2,4.3e-05,I215__+2
I215__+2,7.5e-05,I213__+2
I215__+2,4.3e-05,I215.1__+2
J103__+1,6e-05,J104__+1
J104__+1,6e-05,J103__+1
L001.1__-1,3e-05,L001__-1
L001__-1,3e-05,L001.1__-1
L001__-1,7.2e-05,L002__-1
L001__-1,5.4e-05,L110__+1
L002__-1,7.2e-05,L001__-1
L002__-1,0.000286,L003__-1
L002__-1,3.9e-05,L019__-1
L002__-1,4.3e-05,L020__-1
L002__-1,0.000303,L021__-1
L002__-1,5.9e-05,L028__-1
L002__-1,4.2e-05,L029__-1
L002__-1,3.6e-05,L030__-1
L002__-1,6e-05,L031__-1
L003__-1,0.000286,L002__-1
L003__-1,0.000219,L004__-1
L003__-1,6.4e-05,L005__-1
L003__-1,8.4e-05,L006__-1
L003__-1,0.000141,L007__-1
L003__-1,0.000194,L008__-1
L003__-1,0.000273,L010__-1
L003__-1,0.000264,L011__-1
L003__-1,0.000177,L012__-1
L003__-1,0.000114,L013__-1
L003__-1,0.000119,L014__-1
L003__-1,5.7e-05,L015__-1
L003__-1,0.000101,L016__-1
L003__-1,0.000162,L017.1__-1
L003__-1,0.000196,L018__-1
L004.1__-1,9.1e-05,L004__-1
L004__-1,0.000219,L003__-1
L004__-1,9.1e-05,L004.1__-1
L005__-1,6.4e-05,L003__-1
L006__-1,8.4e-05,L003__-1
L007__-1,0.000141,L003__-1
L008__-1,0.000194,L003__-1
L009__-1,3.8e-05,L010__-1
L010__-1,0.000273,L003__-1
L010__-1,3.8e-05,L009__-1
L010__-1,5.4e-05,L106__+1
L011__-1,0.000264,L003__-1
L012__-1,0.000177,L003__-1
L013__-1,0.000114,L003__-1
L014__-1,0.000148,A001__-1
L014__-1,0.000119,L003__-1
L015__-1,5.7e-05,L003__-1
L016__-1,0.000101,L003__-1
L017.1__-1,0.000162,L003__-1
L017.1__-1,3.9e-05,L017.2__-1
L017.2__-1,3.9e-05,L017.1__-1
L018.1__-1,3.7e-05,L018__-1
L018.2__-1,2.3e-05,L018__-1
L018__-1,0.000196,L003__-1
L018__-1,3.7e-05,L018.1__-1
L018__-1,2.3e-05,L018.2__-1
L019__-1,3.9e-05,L002__-1
L019__-1,5.4e-05,L111__+1
L020__-1,4.3e-05,L002__-1
L021__-1,0.000303,L002__-1
L021__-1,0.000174,L022__-1
L021__-1,5.7e-05,L023__-1
L021__-1,0.000127,L024__-1
L021__-1,0.000229,L025__-1
L021__-1,0.00029,L026__-1
L021__-1,0.000141,L027__-1
L022__-1,0.000174,L021__-1
L023__-1,5.7e-05,L021__-1
L024__-1,0.000127,L021__-1
L025__-1,0.000229,L021__-1
L026__-1,0.00029,L021__-1
L026__-1,5.4e-05,L121__+1
L027__-1,0.000141,L021__-1
L027__-1,0.000168,L034__-1
L028.1__-1,2.5e-05,L028.2__-1
L028.1__-1,3.9e-05,L028__-1
L028.2__-1,2.5e-05,L028.1__-1
L028__-1,5.9e-05,L002__-1
L028__-1,3.9e-05,L028.1__-1
L029__-1,4.2e-05,L002__-1
L030.1__-1,3.9e-05,L030__-1
L030__-1,3.6e-05,L002__-1
L030__-1,3.9e-05,L030.1__-1
L031__-1,6e-05,L002__-1
L031__-1,0.000387,L034__-1
L033__-1,0.000182,L034__-1
L034__-1,0.000168,L027__-1
L034__-1,0.000387,L031__-1
L034__-1,0.000182,L033__-1
L034__-1,0.000442,L035__-1
L034__-1,0.000264,L036__-1
L034__-1,0.000457,L037__-1
L034__-1,0.000522,P001__-1
L035__+1,5.4e-05,L035__-1
L035__-1,0.000442,L034__-1
L035__-1,5.4e-05,L035__+1
L036__-1,0.000264,L034__-1
L037__-1,0.000457,L034__-1
L102__+1,0.00013,L103__+1
L103.1__+1,5.4e-05,L103.1__+2
L103.1__+1,6.5e-05,L103__+1
L103.1__+2,5.4e-05,L103.1__+1
L103.1__+2,6.5e-05,L201__+2
L103__+1,0.00013,L102__+1
L103__+1,6.5e-05,L103.1__+1
L103__+1,0.000172,L104__+1
L103__+1,4.6e-05,L108__+1
L103__+1,0.000128,L109__+1
L104__+1,0.000172,L103__+1
L104__+1,0.000202,L105__+1
L104__+1,6.7e-05,L107__+1
L105__+1,0.000202,L104__+1
L105__+1,7.8e-05,L106__+1
L106__+1,5.4e-05,L010__-1
L106__+1,7.8e-05,L105__+1
L106__+1,5.4e-05,L208__+2
L107.1__+1,2.9e-05,L107__+1
L107.2__+1,3.1e-05,L107__+1
L107.3__+1,2.6e-05,L107__+1
L107__+1,6.7e-05,L104__+1
L107__+1,2.9e-05,L107.1__+1
L107__+1,3.1e-05,L107.2__+1
L107__+1,2.6e-05,L107.3__+1
L108.1__+1,3.9e-05,L108__+1
L108.2__+1,3.9e-05,L108.3__+1
L108.3__+1,3.9e-05,L108.2__+1
L108.3__+1,4.8e-05,L108__+1
L108__+1,4.6e-05,L103__+1
L108__+1,3.9e-05,L108.1__+1
L108__+1,4.8e-05,L108.3__+1
L109__+1,0.000128,L103__+1
L109__+1,6.2e-05,L110__+1
L109__+1,3.9e-05,L111__+1
L109__+1,4.3e-05,L112__+1
L109__+1,0.000303,L113__+1
L109__+1,6e-05,L133__+1
L109__+1,4.3e-05,L134__+1
L110__+1,5.4e-05,L001__-1
L110__+1,6.2e-05,L109__+1
L110__+1,5.4e-05,L214__+2
L111__+1,5.4e-05,L019__-1
L111__+1,3.9e-05,L109__+1
L111__+1,5.4e-05,L215__+2
L112__+1,4.3e-05,L109__+1
L113__+1,0.000303,L109__+1
L113__+1,0.000257,L114__+1
L113__+1,0.000212,L115__+1
L113__+1,0.000147,L116__+1
L113__+1,7.2e-05,L117__+1
L113__+1,7.3e-05,L118__+1
L113__+1,0.000148,L119__+1
L113__+1,0.000236,L120__+1
L113__+1,0.000275,L122__+1
L113__+1,0.000254,L123__+1
L113__+1,0.000206,L124__+1
L113__+1,0.000162,L125__+1
L113__+1,0.000121,L126__+1
L113__+1,8.3e-05,L127__+1
L113__+1,5.9e-05,L128__+1
L113__+1,7.7e-05,L129__+1
L113__+1,0.000134,L130__+1
L113__+1,0.000176,L131__+1
L113__+1,0.00022,L132__+1
L114__+1,0.000257,L113__+1
L114__+1,4.7e-05,L115__+1
L115__+1,0.000212,L113__+1
L115__+1,4.7e-05,L114__+1
L115__+1,6.8e-05,L116__+1
L116__+1,0.000147,L113__+1
L116__+1,6.8e-05,L115__+1
L117__+1,7.2e-05,L113__+1
L118__+1,7.3e-05,L113__+1
L119__+1,0.000148,L113__+1
L120__+1,0.000236,L113__+1
L121__+1,5.4e-05,L026__-1
L121__+1,7e-05,L122__+1
L121__+1,5.4e-05,L227__+2
L122__+1,0.000275,L113__+1
L122__+1,7e-05,L121__+1
L123__+1,0.000254,L113__+1
L124__+1,0.000206,L113__+1
L125__+1,0.000162,L113__+1
L126__+1,0.000121,L113__+1
L127__+1,8.3e-05,L113__+1
L128__+1,5.9e-05,L113__+1
L129__+1,7.7e-05,L113__+1
L130__+1,0.000134,L113__+1
L131__+1,0.000176,L113__+1
L132__+1,0.00022,L113__+1
L133.1__+1,3.7e-05,L133__+1
L133.2__+1,2.4e-05,L133__+1
L133__+1,6e-05,L109__+1
L133__+1,3.7e-05,L133.1__+1
L133__+1,2.4e-05,L133.2__+1
L134.1__+1,4.4e-05,L134__+1
L134.2__+1,2.4e-05,L134__+1
L134__+1,4.3e-05,L109__+1
L134__+1,4.4e-05,L134.1__+1
L134__+1,2.4e-05,L134.2__+1
L201__+2,6.5e-05,L103.1__+2
L201__+2,0.000249,L202__+2
L201__+2,7.8e-05,L203__+2
L201__+2,0.000162,L212__+2
L201__+2,0.000152,L213__+2
L201__+2,0.000205,M201__+2
L202__+2,0.000249,L201__+2
L202__+2,0.000157,L204__+2
L202__+2,8.7e-05,L205__+2
L202__+2,8.5e-05,L206__+2
L202__+2,0.00015,L207__+2
L202__+2,0.000188,L208__+2
L202__+2,0.000185,L209__+2
L202__+2,0.000103,L210__+2
L202__+2,5.7e-05,L211__+2
L203__+2,7.8e-05,L201__+2
L204__+2,0.000157,L202__+2
L205__+2,8.7e-05,L202__+2
L206__+2,8.5e-05,L202__+2
L207__+2,0.00015,L202__+2
L208__+2,5.4e-05,L106__+1
L208__+2,0.000188,L202__+2
L208__+2,5.4e-05,L309__+3
L209__+2,0.000185,L202__+2
L210__+2,0.000103,L202__+2
L211__+2,5.7e-05,L202__+2
L212__+2,0.000162,L201__+2
L213__+2,0.000152,L201__+2
L213__+2,7.5e-05,L214__+2
L213__+2,5.2e-05,L215__+2
L213__+2,0.000323,L217__+2
L213__+2,6.4e-05,L218__+2
L213__+2,8.7e-05,L234__+2
L213__+2,4.3e-05,L235__+2
L213__+2,6e-05,L236__+2
L214__+2,5.4e-05,L110__+1
L214__+2,7.5e-05,L213__+2
L214__+2,5.4e-05,L301__+3
L215__+2,5.4e-05,L111__+1
L215__+2,5.2e-05,L213__+2
L215__+2,5.4e-05,L316__+3
L216__+2,3.7e-05,L218__+2
L217__+2,0.000323,L213__+2
L217__+2,0.000254,L219__+2
L217__+2,0.000188,L220__+2
L217__+2,0.000125,L221.1__+2
L217__+2,8.7e-05,L221.2__+2
L217__+2,6e-05,L222__+2
L217__+2,6.2e-05,L223__+2
L217__+2,9.1e-05,L224__+2
L217__+2,0.00013,L225__+2
L217__+2,0.000194,L226__+2
L217__+2,0.000262,L227__+2
L217__+2,0.00023,L228__+2
L217__+2,0.000203,L229__+2
L217__+2,7.6e-05,L230.1__+2
L217__+2,7e-05,L230.2__+2
L217__+2,0.000143,L230.3__+2
L217__+2,0.000132,L231__+2
L217__+2,0.000174,L232__+2
L217__+2,0.000217,L233__+2
L218.1__+2,0.000182,L218__+2
L218.1__+3,0.000197,A209__+3
L218__+2,6.4e-05,L213__+2
L218__+2,3.7e-05,L216__+2
L218__+2,0.000182,L218.1__+2
L219__+2,0.000254,L217__+2
L220__+2,0.000188,L217__+2
L221.1__+2,0.000125,L217__+2
L221.2__+2,8.7e-05,L217__+2
L222__+2,6e-05,L217__+2
L223__+2,6.2e-05,L217__+2
L224__+2,9.1e-05,L217__+2
L225__+2,0.00013,L217__+2
L226__+2,0.000194,L217__+2
L227__+2,5.4e-05,L121__+1
L227__+2,0.000262,L217__+2
L227__+2,5.4e-05,L328__+3
L228__+2,0.00023,L217__+2
L229__+2,0.000203,L217__+2
L230.1__+2,7.6e-05,L217__+2
L230.2__+2,7e-05,L217__+2
L230.3__+2,0.000143,L217__+2
L231__+2,0.000132,L217__+2
L232__+2,0.000174,L217__+2
L233__+2,0.000217,L217__+2
L234__+2,8.7e-05,L213__+2
L235.1__+2,3.7e-05,L235__+2
L235.2__+2,2.4e-05,L235__+2
L235__+2,4.3e-05,L213__+2
L235__+2,3.7e-05,L235.1__+2
L235__+2,2.4e-05,L235.2__+2
L236.1__+2,4.4e-05,L236__+2
L236.2__+2,2.4e-05,L236__+2
L236__+2,6e-05,L213__+2
L236__+2,4.4e-05,L236.1__+2
L236__+2,2.4e-05,L236.2__+2
L301__+3,5.4e-05,L214__+2
L301__+3,6.2e-05,L302__+3
L302__+3,6.2e-05,L301__+3
L302__+3,0.000292,L303__+3
L302__+3,3.9e-05,L316__+3
L302__+3,4.3e-05,L317__+3
L302__+3,0.000323,L318__+3
L302__+3,6e-05,L341__+3
L302__+3,4.3e-05,L342__+3
L303__+3,0.000292,L302__+3
L303__+3,0.000232,L304__+3
L303__+3,0.000163,L305__+3
L303__+3,9.1e-05,L306.1__+3
L303__+3,8.1e-05,L306.2__+3
L303__+3,0.000147,L307__+3
L303__+3,0.00023,L308__+3
L303__+3,0.000273,L309__+3
L303__+3,0.000266,L310__+3
L303__+3,0.000158,L311__+3
L303__+3,6.6e-05,L312__+3
L303__+3,9.8e-05,L314__+3
L303__+3,0.000195,L315__+3
L304__+3,0.000232,L303__+3
L305__+3,0.000163,L303__+3
L306.1__+3,9.1e-05,L303__+3
L306.1__+3,9.1e-05,L306.2__+3
L306.2__+3,8.1e-05,L303__+3
L306.2__+3,9.1e-05,L306.1__+3
L307__+3,0.000147,L303__+3
L308__+3,0.00023,L303__+3
L309__+3,5.4e-05,L208__+2
L309__+3,0.000273,L303__+3
L310__+3,0.000266,L303__+3
L311__+3,0.000158,L303__+3
L312__+3,6.6e-05,L303__+3
L314__+3,9.8e-05,L303__+3
L315__+3,0.000195,L303__+3
L316__+3,5.4e-05,L215__+2
L316__+3,3.9e-05,L302__+3
L317__+3,4.3e-05,L302__+3
L318__+3,0.000323,L302__+3
L318__+3,0.000276,L319__+3
L318__+3,0.000231,L320__+3
L318__+3,0.000165,L321__+3
L318__+3,8.6e-05,L322__+3
L318__+3,6.3e-05,L323__+3
L318__+3,0.000131,L325__+3
L318__+3,0.000217,L327__+3
L318__+3,0.000285,L328__+3
L318__+3,0.000253,L329__+3
L318__+3,0.000226,L330__+3
L318__+3,0.000187,L331__+3
L318__+3,0.000144,L332__+3
L318__+3,0.000104,L333__+3
L318__+3,7e-05,L334__+3
L318__+3,5.7e-05,L335__+3
L318__+3,7.5e-05,L336__+3
L318__+3,0.000111,L337__+3
L318__+3,0.000151,L338__+3
L318__+3,0.000194,L339__+3
L318__+3,0.000239,L340__+3
L319__+3,0.000276,L318__+3
L320__+3,0.000231,L318__+3
L321__+3,0.000165,L318__+3
L322__+3,8.6e-05,L318__+3
L323__+3,6.3e-05,L318__+3
L325__+3,0.000131,L318__+3
L327__+3,0.000217,L318__+3
L328__+3,5.4e-05,L227__+2
L328__+3,0.000285,L318__+3
L329__+3,0.000253,L318__+3
L330__+3,0.000226,L318__+3
L331__+3,0.000187,L318__+3
L332__+3,0.000144,L318__+3
L333__+3,0.000104,L318__+3
L334__+3,7e-05,L318__+3
L335__+3,5.7e-05,L318__+3
L336__+3,7.5e-05,L318__+3
L337__+3,0.000111,L318__+3
L338__+3,0.000151,L318__+3
L339__+3,0.000194,L318__+3
L340__+3,0.000239,L318__+3
L341.1__+3,3.7e-05,L341__+3
L341.2__+3,2.4e-05,L341__+3
L341__+3,6e-05,L302__+3
L341__+3,3.7e-05,L341.1__+3
L341__+3,2.4e-05,L341.2__+3
L342.1__+3,4.4e-05,L342__+3
L342.2__+3,2.4e-05,L342__+3
L342__+3,4.3e-05,L302__+3
L342__+3,4.4e-05,L342.1__+3
L342__+3,2.4e-05,L342.2__+3
M101__+1,0.000227,M102__+1
M101__+1,0.000227,M103__+1
M101__+1,0.000112,M104__+1
M101__+1,2.8e-05,M105__+1
M101__+1,0.000134,M107__+1
M102__+1,0.000227,M101__+1
M103__+1,0.000227,M101__+1
M103__+1,0.000117,M104__+1
M104__+1,0.000112,M101__+1
M104__+1,0.000117,M103__+1
M104__+1,0.000117,M105__+1
M105__+1,2.8e-05,M101__+1
M105__+1,0.000117,M104__+1
M107__+1,0.000134,M101__+1
M107__+1,5.4e-05,M107__+2
M107__+2,5.4e-05,M107__+1
M107__+2,9e-05,M204__+2
M201__+2,0.000205,L201__+2
M201__+2,0.000426,M202__+2
M202__+2,0.000426,M201__+2
M202__+2,0.000255,M204__+2
M202__+2,0.000321,P201__+2
M202__+2,0.000246,Q231__+2
M203__+2,0.000208,M204__+2
M204__+2,9e-05,M107__+2
M204__+2,0.000255,M202__+2
M204__+2,0.000208,M203__+2
M204__+2,7.3e-05,M205__+2
M204__+2,4.6e-05,M206__+2
M204__+2,2.3e-05,M207__+2
M204__+2,7e-06,M208__+2
M204__+2,0.000106,N201__+2
M205.1__+2,3.4e-05,M205__+2
M205__+2,7.3e-05,M204__+2
M205__+2,3.4e-05,M205.1__+2
M206__+2,4.6e-05,M204__+2
M207.1__+2,3.2e-05,M207__+2
M207__+2,2.3e-05,M204__+2
M207__+2,3.2e-05,M207.1__+2
M208__+2,7e-06,M204__+2
M208__+2,3.4e-05,M209__+2
M209__+2,3.4e-05,M208__+2
N101__+1,2.7e-05,N102__+1
N101__+1,0.000257,N103__+1
N101__+1,0.000143,N104__+1
N101__+1,4.9e-05,N105__+1
N101__+1,0.000111,N107__+1
N101__+1,9.2e-05,N108__+1
N101__+1,0.00012,N109__+1
N102__+1,2.7e-05,N101__+1
N102__+1,5.4e-05,N102__+2
N102__+2,5.4e-05,N102__+1
N102__+2,3e-05,N202__+2
N103__+1,0.000257,N101__+1
N103__+1,0.000117,N104__+1
N104__+1,0.000143,N101__+1
N104__+1,0.000117,N103__+1
N104__+1,0.000117,N105__+1
N105__+1,4.9e-05,N101__+1
N105__+1,0.000117,N104__+1
N107.1__+1,2.6e-05,N107__+1
N107__+1,0.000111,N101__+1
N107__+1,2.6e-05,N107.1__+1
N108__+1,9.2e-05,N101__+1
N109.1__+1,2.5e-05,N109__+1
N109__+1,0.00012,N101__+1
N109__+1,2.5e-05,N109.1__+1
N201__+2,0.000106,M204__+2
N201__+2,0.000161,N202__+2
N202__+2,3e-05,N102__+2
N202__+2,0.000161,N201__+2
N202__+2,0.000239,N203__+2
N202__+2,0.000126,N204__+2
N202__+2,4.5e-05,N205__+2
N202__+2,0.00013,N207.1__+2
N202__+2,0.000133,N207__+2
N202__+2,0.000134,N208__+2
N202__+2,0.000162,O201__+2
N203__+2,0.000239,N202__+2
N203__+2,0.000117,N204__+2
N204__+2,0.000126,N202__+2
N204__+2,0.000117,N203__+2
N204__+2,0.000117,N205__+2
N205__+2,4.5e-05,N202__+2
N205__+2,0.000117,N204__+2
N207.1__+2,0.00013,N202__+2
N207__+2,0.000133,N202__+2
N208__+2,0.000134,N202__+2
O101__+1,2.8e-05,O102__+1
O101__+1,0.000257,O103__+1
O101__+1,0.000144,O104__+1
O101__+1,5.1e-05,O105__+1
O101__+1,0.000111,O107__+1
O101__+1,0.00012,O108__+1
O101__+1,9.2e-05,O109__+1
O102__+1,2.8e-05,O101__+1
O102__+1,5.4e-05,O102__+2
O102__+2,5.4e-05,O102__+1
O102__+2,3.2e-05,O202__+2
O103__+1,0.000257,O101__+1
O103__+1,0.000117,O104__+1
O104__+1,0.000144,O101__+1
O104__+1,0.000117,O103__+1
O104__+1,0.000117,O105__+1
O105__+1,5.1e-05,O101__+1
O105__+1,0.000117,O104__+1
O107.1__+1,2.5e-05,O107__+1
O107__+1,0.000111,O101__+1
O107__+1,2.5e-05,O107.1__+1
O108.1__+1,2.5e-05,O108__+1
O108__+1,0.00012,O101__+1
O108__+1,2.5e-05,O108.1__+1
O109__+1,9.2e-05,O101__+1
O201__+2,0.000162,N202__+2
O201__+2,0.000161,O202__+2
O202__+2,3.2e-05,O102__+2
O202__+2,0.000161,O201__+2
O202__+2,0.00024,O203__+2
O202__+2,0.000127,O204__+2
O202__+2,4.7e-05,O205__+2
O202__+2,0.000132,O207__+2
O202__+2,0.000134,O208__+2
O203__+2,0.00024,O202__+2
O203__+2,0.000117,O204__+2
O204__+2,0.000127,O202__+2
O204__+2,0.000117,O203__+2
O204__+2,0.000117,O205__+2
O205__+2,4.7e-05,O202__+2
O205__+2,0.000117,O204__+2
O207__+2,0.000132,O202__+2
O208__+2,0.000134,O202__+2
P001__-1,0.000522,L034__-1
P001__-1,0.000157,P002__-1
P002__-1,0.000157,P001__-1
P002__-1,0.000125,P003__-1
P003__-1,0.000125,P002__-1
P101__+1,8e-05,P103__+1
P101__+1,6.1e-05,P104__+1
P101__+1,6.9e-05,P105__+1
P101__+1,8e-05,P106__+1
P101__+1,7.2e-05,P107__+1
P101__+1,0.000195,P108__+1
P102__+1,3.2e-05,P103__+1
P103__+1,8e-05,P101__+1
P103__+1,3.2e-05,P102__+1
P103__+1,0.000103,R109__+1
P104__+1,6.1e-05,P101__+1
P104__+1,5.4e-05,P204__+2
P104__+1,0.000119,R109__+1
P105__+1,6.9e-05,P101__+1
P105__+1,5.4e-05,P205__+2
P106.1__+1,2.8e-05,P106__+1
P106.2__+1,2.3e-05,P106__+1
P106__+1,8e-05,P101__+1
P106__+1,2.8e-05,P106.1__+1
P106__+1,2.3e-05,P106.2__+1
P107.1__+1,2.8e-05,P107__+1
P107.3__+1,4.5e-05,P107__+1
P107__+1,7.2e-05,P101__+1
P107__+1,2.8e-05,P107.1__+1
P107__+1,4.5e-05,P107.3__+1
P108__+1,0.000195,P101__+1
P108__+1,0.000105,P109__+1
P108__+1,0.000219,P111__+1
P109__+1,0.000105,P108__+1
P111__+1,0.000219,P108__+1
P111__+1,7.5e-05,P112__+1
P111__+1,0.000111,P113__+1
P111__+1,6.7e-05,P114__+1
P111__+1,7.1e-05,P115__+1
P111__+1,9.1e-05,P116__+1
P111__+1,9.6e-05,P117__+1
P111__+1,8.1e-05,P118__+1
P111__+1,7e-05,P119__+1
P111__+1,8.2e-05,P120__+1
P111__+1,7.8e-05,P121__+1
P111__+1,0.00011,P123__+1
P111__+1,8e-05,P124__+1
P111__+1,5.2e-05,P125__+1
P111__+1,1e-06,P126__+1
P111__+1,3.5e-05,P127__+1
P112__+1,7.5e-05,P111__+1
P113.1__+1,3e-05,P113__+1
P113__+1,0.000111,P111__+1
P113__+1,3e-05,P113.1__+1
P114.1__+1,1.7e-05,P114__+1
P114__+1,6.7e-05,P111__+1
P114__+1,1.7e-05,P114.1__+1
P115__+1,7.1e-05,P111__+1
P116__+1,9.1e-05,P111__+1
P116__+1,5.4e-05,P211.1__+2
P117__+1,9.6e-05,P111__+1
P118__+1,8.1e-05,P111__+1
P118__+1,5.4e-05,P213__+2
P119__+1,7e-05,P111__+1
P120__+1,8.2e-05,P111__+1
P120__+1,5.4e-05,P215__+2
P121__+1,7.8e-05,P111__+1
P123.1__+1,2.4e-05,P123__+1
P123.1__+1,5.4e-05,P210.1__+2
P123__+1,0.00011,P111__+1
P123__+1,2.4e-05,P123.1__+1
P124__+1,8e-05,P111__+1
P125__+1,5.2e-05,P111__+1
P126__+1,1e-06,P111__+1
P127__+1,3.5e-05,P111__+1
P201__+2,0.000321,M202__+2
P201__+2,8.9e-05,P202__+2
P201__+2,7.1e-05,P203__+2
P201__+2,6.5e-05,P204__+2
P201__+2,9e-05,P205__+2
P201__+2,8.3e-05,P206__+2
P201__+2,8.5e-05,P207.1__+2
P201__+2,1.9e-05,P208.1__+2
P201__+2,0.000197,P209__+2
P202__+2,8.9e-05,P201__+2
P203__+2,7.1e-05,P201__+2
P204__+2,5.4e-05,P104__+1
P204__+2,6.5e-05,P201__+2
P204__+2,5.4e-05,P303__+3
P204__+2,7.8e-05,R212__+2
P205__+2,5.4e-05,P105__+1
P205__+2,9e-05,P201__+2
P205__+2,5.4e-05,P205__+3
P205__+2,5.4e-05,P304__+3
P205__+2,9.5e-05,R212__+2
P205__+3,5.4e-05,P205__+2
P205__+3,7e-05,P301__+3
P206.1__+2,5.6e-05,P206__+2
P206__+2,8.3e-05,P201__+2
P206__+2,5.6e-05,P206.1__+2
P207.1__+2,8.5e-05,P201__+2
P207.1__+2,2.2e-05,P207.2__+2
P207.1__+2,5.4e-05,P207.3__+2
P207.2__+2,2.2e-05,P207.1__+2
P207.3__+2,5.4e-05,P207.1__+2
P208.1__+2,1.9e-05,P201__+2
P208.1__+2,2.2e-05,P208.2__+2
P208.1__+2,2.9e-05,P208.3__+2
P208.2__+2,2.2e-05,P208.1__+2
P208.3__+2,2.9e-05,P208.1__+2
P209__+2,0.000197,P201__+2
P209__+2,0.000235,P211__+2
P210.1__+2,5.4e-05,P123.1__+1
P210.1__+2,4.6e-05,P210__+2
P210__+2,4.6e-05,P210.1__+2
P210__+2,0.000114,P216__+2
P210__+2,7e-05,P220__+2
P211.1__+2,5.4e-05,P116__+1
P211.1__+2,4.4e-05,P211__+2
P211__+2,0.000235,P209__+2
P211__+2,4.4e-05,P211.1__+2
P211__+2,6.8e-05,P216__+2
P212__+2,8.5e-05,P216__+2
P213__+2,5.4e-05,P118__+1
P213__+2,6.5e-05,P216__+2
P214__+2,4.7e-05,P216__+2
P215.1__+2,6.5e-05,P215__+2
P215__+2,5.4e-05,P120__+1
P215__+2,6.5e-05,P215.1__+2
P215__+2,7.2e-05,P216__+2
P215__+2,5.4e-05,P313__+3
P216__+2,0.000114,P210__+2
P216__+2,6.8e-05,P211__+2
P216__+2,8.5e-05,P212__+2
